geohash_5,SPEED
tfum6,11.6
tfum7,10.7
tfumd,10.5
tfumj,10.1
tfumk,10.850000000000001
tfunq,9.7
tfunr,10.2
tfuns,11.9
tfunt,10.9
tfunu,10.1
tfup0,10.2
tfup3,9.6
tfup5,10.0
tfup6,11.1
tfup7,10.6
tfup8,12.0
tfup9,10.4
tfuq0,11.4
tfuq1,11.5
tfus1,10.45
tfus2,10.45
tfus3,10.8
tfuzf,10.4
tfuzq,10.3
tfuzr,10.3
tfv00,10.5
tfv08,11.7
tfv0c,11.4
tfv0d,11.6
tfv0e,10.9
tfv0g,11.0
tfv0j,10.4
tfv0k,11.2
tfv0m,11.2
tfv11,10.3
tfv12,10.8
tfvmy,9.8
tfvnw,10.6
tfvnz,10.7
tfvp2,11.0
tfvt7,10.3
tfvt8,10.3
tfvtc,0.9
tfvte,10.0
tfvtk,10.2
tfvub,10.3
tfvuc,10.5
tfvuq,10.0
tfvv0,10.0
tfw0g,12.1
tfw0p,11.7
tfw1p,10.7
tfw1t,10.9
tfw1v,11.35
tfw24,11.5
tfw25,11.2
tfw27,10.85
tfw2b,10.8
tfw2c,10.9
tfw2d,11.5
tfw2j,11.6
tfw3b,10.4
tfw43,10.8
tfw45,11.9
tfw48,10.2
tfw4k,11.1
tfwje,10.7
tfwnw,10.9
tfwrc,10.8
tfxrr,10.3
tfxu7,10.5
tfxvb,9.7
tfxww,10.3
tfxy8,10.3
tfy26,10.9
tfy3m,10.4
tfy5t,9.850000000000001
tfy6p,10.2
tfy6w,9.8
tfy74,10.0
tfy77,10.6
tfy9y,9.6
tfycd,9.6
tfycn,9.6
tfyd7,9.9
tfyh0,10.0
tfyh1,10.3
tfyst,10.5
tfytr,10.7
tfyx1,12.2
tfyyd,10.6
tfz0c,9.8
tfz0d,10.2
tfz0m,9.8
tfz85,10.0
tfzvx,13.5
tfzwy,11.3
tfzx7,11.2
tfzy9,11.3
tfzyj,11.5
tfzyn,13.1
tg482,0.0
tg488,0.0
tg489,6.6
tg48c,8.149999999999999
tg48f,7.7
tg48g,8.7
tg48m,9.2
tg48p,10.6
tg48s,12.0
tg48t,11.25
tg494,3.95
tg495,0.05
tg49h,10.7
tg49j,9.8
tg49q,11.2
tg49x,11.6
tg4c8,10.1
tg4cf,9.5
tg4cg,11.4
tg4fn,10.7
tg4fq,9.4
tg4fr,12.2
tg502,11.8
tg509,11.4
tg50k,9.6
tg50n,10.0
tg514,11.7
tg51j,9.6
tg51s,11.1
tg51w,9.7
tg522,10.2
tg536,12.6
tg53f,11.1
tg53h,10.1
tg53w,10.6
tg542,9.2
tg54g,13.0
tg54j,12.0
tg54m,11.0
tg54u,10.6
tg54w,11.2
tg55n,12.6
tg55y,0.5
tg568,9.7
tg56c,8.6
tg56e,12.5
tg56v,9.8
tg572,10.65
tg573,8.0
tg579,8.25
tg57c,8.5
tg57d,10.5
tg57e,10.1
tg57g,11.35
tg57h,10.0
tg57p,9.55
tg57s,9.6
tg57t,10.55
tg57u,9.55
tg57v,9.8
tg57z,10.2
tg58g,10.6
tg597,8.5
tg59b,9.8
tg59e,9.8
tg59h,8.6
tg59r,9.9
tg59x,10.85
tg59y,10.0
tg5b2,10.4
tg5bg,10.5
tg5bm,10.05
tg5bn,11.2
tg5bs,10.0
tg5c1,10.45
tg5d2,9.8
tg5d4,8.5
tg5d5,10.2
tg5d6,9.5
tg5d7,10.75
tg5db,10.45
tg5dc,10.3
tg5df,11.9
tg5dx,10.0
tg5eb,9.9
tg5eg,11.2
tg5ek,10.2
tg5eq,10.7
tg5ey,11.0
tg5fg,10.75
tg5ft,9.7
tg5fw,9.8
tg5g0,9.8
tg5g3,10.5
tg5gj,11.3
tg5gx,10.6
tg5hm,0.0
tg5hn,6.9
tg5hp,11.1
tg5hx,0.0
tg5hz,0.0
tg5k0,8.3
tg5k1,0.3
tg5k2,5.25
tg5k3,0.6
tg5k4,10.0
tg5k5,9.5
tg5k6,0.1
tg5k8,4.2
tg5k9,7.7
tg5kd,0.4
tg5kf,0.55
tg5kh,9.7
tg5kk,9.4
tg5km,10.850000000000001
tg5kn,9.9
tg5kr,13.5
tg5s1,11.2
tg5s2,7.4
tg5sc,11.7
tg5sd,10.3
tg5sg,11.35
tg5su,11.7
tg5sv,13.3
tg5t4,11.4
tg5tn,8.9
tg5tw,11.0
tg5v2,9.8
tg5v9,14.3
tg5vu,8.9
tg5vy,13.3
tg5y6,10.9
tg5yp,9.0
tgh08,10.4
tgh1m,10.1
tgh2z,9.5
tgh37,9.6
tgh38,9.6
tgh3c,10.6
tgh3d,11.3
tgh3q,11.2
tgh41,10.6
tgh44,10.0
tgh45,10.6
tgh49,11.3
tgh4j,11.2
tgh6b,11.2
tgh6k,10.7
tgh6y,10.3
tgh8c,9.5
tgh8e,10.3
tghcf,11.2
tghd6,11.6
tghe1,10.0
tghht,10.3
tghme,9.850000000000001
tghn6,13.0
tghn8,12.9
tghne,9.1
tghnt,12.7
tghnv,10.4
tghp0,10.9
tghp7,11.8
tghpp,9.1
tghpz,11.4
tghqr,9.7
tghr2,9.1
tghr7,12.7
tghr8,12.2
tghrv,9.0
tghu3,10.3
tghxk,10.0
tgj1d,12.0
tgj34,11.8
tgj8g,11.2
tgjnm,10.0
tgjqb,10.5
tgjrw,9.5
tgjzd,12.6
tgk25,11.7
tgk2e,11.8
tgk2p,11.8
tgk2q,11.5
tgk80,13.2
tgk82,10.5
tgk83,9.2
tgk8e,9.3
tgk8u,10.2
tgk92,11.5
tgk9d,11.3
tgk9p,13.1
tgkbu,10.5
tgkc3,10.9
tgkcq,10.8
tgkcv,11.649999999999999
tgkf2,10.8
tgkfh,11.3
tgkfp,11.7
tgkg5,11.0
tgkgk,11.1
tgkmt,0.1
tgkmw,0.4
tgkmx,1.6
tgksx,11.6
tgkt6,11.4
tgktp,12.9
tgku7,11.6
tgkug,12.1
tgkuj,11.8
tgm3t,12.4
tgm43,9.3
tgm4e,10.1
tgm4f,11.3
tgm4v,9.4
tgm4w,12.3
tgm4y,12.9
tgm53,12.0
tgm58,11.6
tgm5k,11.6
tgm5p,8.6
tgm64,12.3
tgm6d,11.7
tgm6n,11.3
tgm72,10.3
tgm73,8.8
tgm78,11.4
tgm7e,11.45
tgm7v,9.3
tgm7y,13.0
tgm7z,9.5
tgm8p,12.4
tgm8s,12.4
tgm9b,11.4
tgm9n,9.3
tgmbd,11.149999999999999
tgmc9,9.0
tgmcg,9.2
tgmh2,11.2
tgmhf,11.0
tgmk5,10.9
tgmkm,11.3
tgmnp,11.8
tgmr5,11.1
tgmry,11.2
tgms0,9.0
tgms1,12.6
tgmse,9.0
tgmsf,11.9
tgmss,8.4
tgmsy,8.2
tgmsz,12.6
tgmt1,10.2
tgmt7,9.9
tgmth,11.4
tgmtx,12.1
tgmv0,9.1
tgmv6,7.8
tgmv7,12.8
tgmvs,9.6
tgmvt,8.1
tgmwp,9.5
tgmy5,12.4
tgmyf,10.4
tgmzh,9.9
tgnbx,10.8
tgnev,11.7
tgp1d,10.8
tgp2k,11.4
tgp2m,11.1
tgp45,10.7
tgp5q,13.6
tgp9t,13.2
tgpbc,14.0
tgpdt,13.7
tgpem,8.6
tgpk3,10.5
tgpms,10.05
tgpps,8.8
tgpq4,9.0
tgpqw,14.0
tgpqx,11.1
tgprm,13.9
tgps3,9.0
tgps6,13.5
tgpsc,14.2
tgpxd,10.9
tgq55,9.7
tgq5w,9.6
tgqeg,8.6
tgqem,8.8
tgqk0,9.7
tgqke,10.0
tgqmm,9.5
tgqn0,8.9
tgqn6,12.7
tgqn7,9.1
tgqnc,11.4
tgqns,11.45
tgqnw,10.1
tgqpg,9.2
tgqpk,11.2
tgqr1,9.9
tgqr4,10.1
tgqr6,12.6
tgqrk,10.4
tgqrs,12.5
tgqrt,9.5
tgqrz,8.7
tgqs3,8.4
tgqt0,10.2
tgqtd,9.7
tgqy8,9.9
tgqyf,9.7
tgqzm,11.100000000000001
tgqzs,12.7
tgr04,8.8
tgr38,13.9
tgr4p,13.4
tgr5j,13.2
tgr8k,10.5
tgrgp,10.0
tgrgs,11.0
tgrgv,10.1
tgrgw,11.7
tgrh6,13.3
tgrj3,13.4
tgrpb,9.7
tgrtz,9.9
tgrux,10.5
tgrv4,10.2
tgrwu,9.7
tgrx5,11.5
tgrx6,9.9
tgrx9,10.75
tgt89,10.8
tgt9k,9.7
tgtcn,8.6
tgtcs,8.8
tgtdp,9.8
tgtdv,0.3
tgtdy,9.45
tgteh,2.6
tgtej,1.3
tgtek,0.0
tgtf3,8.9
tgw00,10.4
tgw02,8.4
tgw06,10.4
tgw1r,10.0
tgw21,10.9
tgw25,10.7
tgw2z,11.0
tgw3f,9.8
tgw6k,10.1
tgw6z,10.3
tgw87,11.2
tgw8w,9.8
tgw8z,12.3
tgw97,12.0
tgw9z,11.6
tgwc3,13.6
tgwcb,13.8
tgwck,12.4
tgwct,8.0
tgwcw,10.8
tgwcz,8.4
tgweu,13.4
tgwev,9.9
tgwfv,11.2
tgwqy,0.1
tgwrk,12.8
tgwrr,0.1
tgws7,14.0
tgwtb,13.9
tgwu8,10.5
tgwv4,10.1
tgwvr,11.3
tgwvv,10.25
tgwvw,11.1
tgwvy,10.2
tgwvz,11.4
tgww9,10.9
tgwwb,5.5
tgwwr,12.4
tgwxx,8.7
tgwye,9.6
tgwyh,10.4
tgwz4,11.2
tgwz8,6.6
tgwzb,0.0
tgx1b,10.6
tgx2v,9.9
tgx3f,11.7
tgx3h,10.0
tgx41,12.9
tgx4k,12.7
tgx4w,10.5
tgx50,10.9
tgx57,11.2
tgx5g,11.5
tgx5n,12.0
tgx5q,10.4
tgx62,11.8
tgx68,10.5
tgx71,10.8
tgx74,13.0
tgx77,10.3
tgx7w,7.7
tgxeb,10.6
tgxej,10.1
tgxg8,9.6
tgxh5,10.4
tgxh6,10.7
tgxhp,10.5
tgxjg,12.1
tgxks,11.0
tgxmc,12.4
tgxne,11.7
tgxs4,8.2
tgxsk,10.7
tgxsm,7.7
tgxt0,10.5
tgxt7,12.0
tgxtb,12.6
tgxtt,13.0
tgxtx,13.5
tgxuc,10.2
tgxuh,9.8
tgxvj,13.2
tgxvm,10.4
tgxvr,12.6
tgxvz,10.9
tgxy1,11.2
tgxym,8.5
tgxyt,10.8
tgxyw,11.2
tgxz7,9.9
tgxzs,10.7
tgy2p,9.1
tgy2q,13.9
tgy2x,10.2
tgy3q,10.0
tgy6x,13.3
tgy6z,9.2
tgy8r,10.1
tgy8x,10.1
tgy9q,10.4
tgy9w,11.2
tgydm,13.1
tgyds,10.5
tgye0,11.6
tgye2,11.8
tgye6,15.0
tgye9,6.5
tgyed,11.0
tgys4,5.85
tgysd,9.6
tgyss,13.1
tgysv,11.8
tgyt5,8.3
tgytk,0.0
tgytx,10.7
tgyw7,9.9
tgywk,8.7
tgywm,0.0
tgywn,9.9
tgyws,10.9
tgyxk,9.2
tgyxt,11.1
tgz24,11.1
tgz2z,11.6
tgz93,10.6
tgz9x,10.0
tgz9y,0.5
tgzb4,10.8
tgzcm,2.7
tgzdj,8.7
tgze5,12.350000000000001
tgze7,11.8
tgzsj,9.1
tgzst,13.3
tgzsv,12.9
tgztj,12.3
tgztq,12.1
tgztw,10.7
tgzwj,0.0
tgzwm,11.6
tgzww,11.2
tgzwy,7.4
tgzxp,0.0
tgzxr,10.7
tgzxy,0.0
tkh3m,10.9
tkh3p,10.6
tkh66,11.7
tkh8k,10.5
tkhd2,11.9
tkhdq,12.1
tkhf2,12.3
tkhfr,12.1
tkhmz,12.7
tkhtg,13.0
tkhv8,13.0
tkhvp,12.9
tkhvr,12.8
tkhyr,12.7
tkj2n,12.8
tkj4h,12.1
tkj61,12.1
tkj6n,11.7
tkj85,12.9
tkjb5,12.9
tkjbn,13.1
tkjcu,12.2
tkjcz,12.3
tkjdh,11.8
tkjdn,11.8
tkjev,13.0
tkjge,13.2
tkjgv,12.4
tkjhy,13.3
tkjj5,13.2
tkjjh,12.7
tkjkb,12.7
tkjke,13.0
tkjkw,12.6
tkjmf,12.9
tkjmr,13.1
tkjnj,12.7
tkjs2,13.3
tkjs7,12.0
tkjth,13.2
tkju0,12.3
tkjuc,13.2
tkjux,13.3
tkn0n,13.1
tkn1y,12.6
tkn26,12.9
tkn3f,12.6
tkn3z,12.9
tkn52,13.1
tkn5m,12.5
tkn6c,13.2
tkn6r,13.0
tkn6w,13.2
tkn73,12.6
tkn7c,13.1
tkn7h,12.7
tkn7w,12.9
tkn82,12.7
tkn87,12.5
tkn9s,12.8
tknb2,12.6
tknb4,6.5
tknbx,8.0
tknc9,12.7
tkncm,13.1
tkncw,12.6
tkndg,12.3
tkndj,13.0
tkndw,12.4
tkne7,13.1
tknf7,12.4
tknfw,13.4
tkng0,13.1
tknhj,13.1
tkp03,12.6
tkp07,12.9
tkp0f,8.1
tkp15,13.1
tkp1h,7.0
tkp1s,12.4
tkp1z,12.3
tkp29,12.7
tkp2x,12.1
tkp2z,13.0
tkp30,12.100000000000001
tkp35,12.9
tkp39,12.5
tkp3c,13.5
tkp3s,12.5
tkp3w,13.5
tkp3x,12.3
tkp44,12.2
tkp47,13.3
tkp8u,13.2
tkp8w,12.4
tkp92,12.5
tkp95,13.6
tkp9k,12.5
tkp9n,12.1
tkpbb,13.6
tkpbc,12.8
tkpbg,11.6
tkpbn,8.0
tkpbw,13.3
tkpbz,11.6
tkpc3,12.3
tkpcm,12.4
tkpur,10.8
tkpvq,10.5
tkpy7,11.1
tkpyy,11.2
tkpz3,10.6
tkpze,11.4
tkr9p,11.2
tkr9t,10.6
tkrb2,10.6
tkrb8,11.2
tkrde,10.7
tkrdj,11.5
tkre5,11.0
tkre6,10.4
tkrec,9.4
tkrs1,0.0
tkrs4,10.3
tkrse,6.0
tkrsu,9.0
tkrth,8.2
tkrtk,0.0
tkrug,
ts002,8.0
ts009,11.6
ts00b,13.1
ts00f,12.9
ts00g,13.0
ts00k,13.4
ts00p,10.2
ts00r,11.8
ts00y,11.6
ts011,12.0
ts01t,10.4
ts020,13.3
ts025,11.5
ts02c,7.7
ts02f,13.4
ts02g,12.0
ts02z,9.1
ts034,11.6
ts035,10.5
ts03p,10.3
ts03x,9.5
ts04e,10.9
ts059,10.9
ts06g,9.8
ts079,9.7
ts08b,12.7
ts08c,9.1
ts08g,12.4
ts08k,10.9
ts08u,8.4
ts091,9.7
ts095,8.6
ts09h,13.0
ts09p,7.9
ts0bk,9.9
ts0bn,13.2
ts0bp,14.1
ts0c0,8.6
ts0c1,9.7
ts0c5,10.55
ts0cj,11.6
ts0hq,10.1
ts0j5,10.7
ts0n1,11.2
ts100,13.7
ts102,14.4
ts108,10.5
ts109,10.2
ts10f,15.450000000000001
ts10g,13.9
ts10s,6.6
ts10t,13.7
ts10u,10.4
ts10v,12.0
ts10w,9.6
ts10x,12.2
ts10y,14.3
ts110,6.9
ts111,7.0
ts114,13.1
ts115,13.2
ts11h,9.3
ts122,9.4
ts123,13.3
ts128,13.7
ts129,15.5
ts12d,13.45
ts12e,11.95
ts12g,12.5
ts12s,10.3
ts12t,10.9
ts12u,15.6
ts12w,11.3
ts12x,10.7
ts12y,13.1
ts12z,17.5
ts182,10.1
ts188,11.9
ts189,7.5
ts18b,15.7
ts18c,15.25
ts18d,12.4
ts18e,12.7
ts18g,12.5
ts18m,0.35
ts18t,0.1
ts18u,6.15
ts18v,9.7
ts18w,2.0
ts18y,0.1
ts192,
ts193,0.0
ts194,8.7
ts196,0.0
ts19j,11.3
ts19n,2.9
ts19p,10.0
ts19r,0.1
ts19x,10.0
ts1bf,0.1
ts1c1,6.6
ts1c2,0.1
ts1c3,10.95
ts1c6,0.3
ts1c8,0.1
ts1c9,0.0
ts1cd,8.0
ts1cf,5.9
ts1cg,9.5
ts1f4,8.5
ts1f5,10.55
ts1fh,7.85
ts1fk,6.6
ts1fm,8.3
ts1fq,11.4
ts1fv,0.0
ts1fw,0.1
ts1fy,2.25
ts1gj,0.0
ts1gn,5.4
tun8n,10.7
tun8r,10.8
tunb1,0.0
tunb2,0.0
tunb3,9.8
w02hb,10.2
w02ju,9.9
w02mb,12.3
w02nj,10.2
w02ns,12.0
w02nv,12.1
w02p9,13.3
w02q8,9.9
w02rf,12.5
w02x9,12.7
w07gt,12.6
w07u7,12.6
w07v6,12.7
w07y9,12.8
w080h,13.0
w082x,12.5
w0867,12.8
w088w,12.7
w088z,12.4
w08d2,13.0
w08dr,12.7
w08e2,12.8
w08ej,13.1
w08f8,12.2
w08ff,12.9
w08g5,12.4
w08gb,13.2
w08gw,12.3
w08gy,12.6
w08gz,12.3
w08pg,9.9
w08sj,12.7
w08sx,12.8
w08ut,13.2
w08v4,13.3
w08vz,13.2
w09hu,12.5
w09j0,13.7
w09j5,11.7
w09jk,11.6
w09m8,12.6
w09mh,12.4
w09nj,13.3
w09pj,13.1
w09qc,13.3
w09qk,12.4
w09r5,13.1
w09r9,13.1
w09rh,10.8
w09rp,12.4
w09rw,11.1
w09tc,12.9
w09xg,12.4
w0b1c,11.8
w0b2s,10.6
w0b4j,12.0
w0b6e,12.0
w0b94,10.1
w0b9m,9.9
w0b9x,10.2
w0bcu,10.0
w0be0,12.0
w0bek,11.9
w0bex,11.9
w0bfp,10.2
w0buh,11.8
w0c2h,12.9
w0c2p,13.1
w0c2z,12.6
w0c4s,10.4
w0c4z,10.7
w0c74,11.2
w0c7r,11.1
w0c8g,13.1
w0c8x,12.4
w0c9j,10.9
w0c9x,12.7
w0cbq,13.3
w0cc7,12.4
w0ceg,10.8
w0cf1,10.7
w0cf4,12.5
w0cfr,12.5
w0cfy,12.9
w0ch2,11.8
w0chu,12.1
w0cm1,11.8
w0cmt,12.2
w0csp,10.6
w0ctc,11.8
w0cu6,11.1
w0cuw,10.9
w0cwr,12.3
w0cyd,12.4
w0cyy,12.5
w0e9w,13.7
w0e9y,13.5
w0eek,13.6
w0ese,13.7
w0ew6,13.9
w0ex3,13.4
w0f4n,12.9
w0f55,12.8
w0f5e,13.0
w0f5m,12.5
w0fh4,11.899999999999999
w0fh7,10.8
w0fhs,13.5
w0fj5,11.0
w0fjq,10.3
w0fk0,12.1
w0fk8,12.7
w0fks,12.4
w0fm2,13.4
w0fm8,10.6
w0fm9,8.8
w0fmk,12.8
w0fmv,10.2
w0fmw,12.6
w0fp7,11.8
w0fpt,12.1
w0fqj,14.1
w0fvg,11.8
w0fw0,9.6
w0fw6,12.2
w0fwc,13.2
w0fwk,11.15
w0fx5,1.5
w0fx8,10.5
w0fxn,12.7
w0fxp,12.4
w0fxt,14.1
w0fxz,14.2
w0fzf,13.2
w0g6p,14.2
w0g6z,14.1
w0g82,13.4
w0gkr,13.7
w0gp6,11.4
w0gpv,10.7
w0gqj,13.9
w0gqv,13.7
w0hfk,12.8
w0hg8,12.9
w0hqw,12.8
w0j12,13.0
w0k0x,12.8
w0k1m,12.7
w0k21,12.6
w0k43,12.8
w0rzc,12.5
w0rze,11.65
w0rzf,12.899999999999999
w0rzg,11.65
w0rzm,11.05
w0rzp,11.6
w0rzq,11.4
w0rzr,11.3
w0rzs,12.2
w0rzt,11.6
w0rzu,11.649999999999999
w0rzv,13.3
w0rzw,12.35
w0rzx,10.1
w0rzy,15.0
w0rzz,3.7
w0urg,12.3
w0ux8,12.5
w0uxg,12.9
w0uxm,12.5
w0uyz,12.0
w0uz4,12.0
w0uz9,12.0
w0uzd,13.0
w0uze,13.7
w0uzt,12.350000000000001
w0uzu,10.7
w0vgf,6.2
w0vgg,15.1
w0vgm,6.2
w0vgp,5.9
w0vgq,13.25
w0vgy,12.0
w0vgz,12.4
w0vne,12.3
w0vnr,12.5
w0vny,13.9
w0vnz,14.3
w0vp2,13.649999999999999
w0vp3,12.9
w0vp4,14.1
w0vpd,13.7
w0vpf,12.6
w0vpg,12.45
w0vpj,11.4
w0vpp,11.1
w0vpu,12.8
w0vpx,16.0
w0vpy,14.95
w0vpz,6.7
w0vqe,13.0
w0vqh,11.2
w0vqm,14.5
w0vqr,11.2
w0vqt,11.2
w0vqv,13.7
w0vqz,0.3
w0vr2,13.6
w0vr5,12.4
w0vr8,12.3
w0vr9,12.6
w0vrb,13.35
w0vrc,14.55
w0vrf,9.6
w0vrg,0.9
w0vrj,9.2
w0vrm,12.7
w0vrn,12.5
w0vrp,0.7
w0vrq,0.8
w0vrr,1.0
w0vrs,6.5
w0vrt,0.75
w0vru,11.1
w0vrw,13.3
w0vrx,12.1
w0vrz,12.399999999999999
w0vsr,5.8
w0vsu,5.4
w0vsv,5.6
w0vsw,15.3
w0vt3,5.5
w0vt4,5.3
w0vt7,15.2
w0vtf,11.3
w0vtm,11.5
w0vtq,13.5
w0vtr,12.0
w0vtu,12.3
w0vtx,12.9
w0vty,13.9
w0vtz,12.3
w0vu0,5.9
w0vu7,12.0
w0vue,13.4
w0vuf,13.0
w0vug,13.1
w0vuj,12.0
w0vun,11.4
w0vup,12.3
w0vuq,13.55
w0vur,13.7
w0vus,12.899999999999999
w0vut,17.1
w0vuu,12.4
w0vuw,11.6
w0vv0,12.4
w0vv1,12.2
w0vv2,11.1
w0vv3,12.1
w0vv4,13.3
w0vv5,14.600000000000001
w0vv6,11.8
w0vv7,11.6
w0vv8,12.5
w0vvb,12.9
w0vvd,14.0
w0vvg,12.5
w0vvj,12.899999999999999
w0vvm,13.2
w0vvn,12.3
w0vvt,10.4
w0vvv,9.2
w0vvw,11.4
w0vvx,11.6
w0vw3,13.7
w0vw6,12.1
w0vw7,10.6
w0vw8,12.65
w0vwb,12.4
w0vwc,12.2
w0vwd,13.15
w0vwe,16.1
w0vwf,14.1
w0vwg,12.3
w0vwj,12.8
w0vwk,14.2
w0vwm,14.2
w0vwn,10.6
w0vwp,12.0
w0vws,12.6
w0vwy,11.05
w0vwz,10.3
w0vx0,11.0
w0vx1,13.6
w0vx7,11.3
w0vx8,10.649999999999999
w0vx9,10.5
w0vxe,13.0
w0vxh,12.0
w0vxk,10.75
w0vxp,10.4
w0vxr,11.4
w0vxs,10.4
w0vxt,11.1
w0vy3,11.600000000000001
w0vy6,11.850000000000001
w0vy8,10.8
w0vyb,12.35
w0vyd,11.8
w0vye,10.1
w0vyh,11.2
w0vym,10.7
w0vyp,10.1
w0vyr,11.5
w0vyw,12.3
w0vyx,13.1
w0vyy,13.1
w0vyz,11.8
w0vz6,13.05
w0vzc,13.0
w0vzj,11.9
w0vzn,12.8
w0vzt,9.95
w0vzu,12.3
w0vzx,13.3
w0vzy,12.6
w0wgy,12.7
w0wjt,0.0
w0wjw,0.0
w0wjy,8.8
w0wmy,5.8
w0wmz,0.4
w0wnp,0.0
w0wq0,0.05
w0wq2,10.9
w0wq7,10.9
w0wq9,7.7
w0wqh,11.9
w0wsx,13.6
w0wsy,11.8
w0wt5,13.7
w0wt8,11.6
w0wth,12.9
w0wtj,11.8
w0wu5,13.4
w0wu8,12.6
w0wvv,14.3
w0wvx,13.3
w0wvy,12.5
w0wvz,12.15
w0wwc,12.3
w0wwv,12.2
w0wwz,12.1
w0wxe,13.5
w0wxf,9.2
w0wxg,12.4
w0wxn,11.2
w0wxp,12.1
w0wxq,12.9
w0wxr,12.4
w0wxs,9.4
w0wxt,12.6
w0wxu,12.95
w0wxv,11.3
w0wxw,13.3
w0wxx,12.9
w0wy7,13.7
w0wyb,10.9
w0wyc,12.0
w0wyd,13.5
w0wye,13.1
w0wyf,9.95
w0wyg,13.3
w0wyh,11.9
w0wyj,12.2
w0wyk,10.2
w0wym,13.0
w0wyr,11.8
w0wyt,12.3
w0wyu,14.1
w0wyv,12.5
w0wyw,11.7
w0wyx,10.9
w0wz0,12.850000000000001
w0wz1,12.0
w0wz3,13.5
w0wz4,13.4
w0wz5,10.2
w0wz6,9.7
w0wz7,10.95
w0wzb,11.7
w0wzc,12.1
w0wzd,13.35
w0wze,11.7
w0wzg,10.3
w0wzh,12.0
w0wzj,12.7
w0wzk,10.2
w0wzt,13.0
w0wzv,13.0
w0wzw,13.0
w0wzx,10.3
w0wzy,10.9
w0x3u,15.5
w0x3z,10.45
w0x4w,12.7
w0x4z,13.2
w0x53,13.0
w0x58,12.7
w0x59,14.0
w0x5r,13.3
w0x5x,13.3
w0x5y,11.6
w0x5z,12.8
w0x67,12.85
w0x6f,15.6
w0x6g,9.9
w0x6j,12.75
w0x6k,13.1
w0x6m,12.5
w0x6n,12.2
w0x6p,13.35
w0x6q,10.2
w0x6r,10.7
w0x6s,12.6
w0x6t,11.2
w0x6u,14.5
w0x6v,12.4
w0x6w,13.7
w0x6x,13.45
w0x6y,10.7
w0x6z,13.8
w0x70,13.3
w0x71,8.9
w0x73,13.399999999999999
w0x74,12.6
w0x75,11.6
w0x76,12.8
w0x77,11.7
w0x78,12.5
w0x79,12.45
w0x7b,12.75
w0x7c,12.15
w0x7d,12.4
w0x7e,10.9
w0x7f,12.9
w0x7g,12.7
w0x7h,11.7
w0x7j,13.6
w0x7k,12.3
w0x7m,13.399999999999999
w0x7n,12.6
w0x7p,13.1
w0x7q,12.8
w0x7r,14.75
w0x7s,11.3
w0x7t,9.8
w0x7u,14.8
w0x7v,13.4
w0x7x,10.0
w0x7z,11.9
w0x8e,11.8
w0x8g,13.3
w0x8p,12.8
w0x8q,12.4
w0x8r,10.0
w0x8t,12.8
w0x8u,11.6
w0x8v,10.9
w0x8w,10.3
w0x8x,12.0
w0x8y,13.4
w0x8z,12.7
w0x92,13.1
w0x93,12.2
w0x94,10.1
w0x95,9.9
w0x96,11.9
w0x97,11.9
w0x98,10.9
w0x99,10.5
w0x9b,12.4
w0x9c,11.0
w0x9d,12.3
w0x9e,12.3
w0x9f,11.2
w0x9g,11.2
w0x9h,11.9
w0x9j,11.1
w0x9k,12.8
w0x9m,13.6
w0x9n,13.1
w0x9q,11.9
w0x9s,12.9
w0x9t,13.75
w0xb0,11.5
w0xb1,11.0
w0xb2,11.45
w0xb3,12.7
w0xb4,12.55
w0xb5,10.0
w0xb6,13.350000000000001
w0xb8,12.3
w0xbb,15.3
w0xbh,12.0
w0xbp,11.9
w0xd0,12.600000000000001
w0xd1,13.6
w0xd2,12.9
w0xd3,13.1
w0xd4,13.75
w0xd5,11.600000000000001
w0xd7,11.4
w0xd8,12.3
w0xd9,12.2
w0xdb,14.1
w0xdc,11.2
w0xdd,11.6
w0xde,12.7
w0xdf,10.5
w0xdk,11.8
w0xe1,10.1
w0xe2,10.9
w0xe5,15.2
w0xe6,11.3
w0xe8,12.4
w0xed,13.1
w0xef,12.2
w0xem,16.3
w0xez,11.100000000000001
w0xfg,10.25
w0xfp,2.7
w0xfq,12.95
w0xfr,0.0
w0xft,11.3
w0xfu,10.899999999999999
w0xfw,0.0
w0xg2,12.7
w0xg3,11.8
w0xg4,10.100000000000001
w0xg5,11.4
w0xg8,11.3
w0xh9,13.5
w0xhe,8.55
w0xhf,13.4
w0xhg,13.149999999999999
w0xhj,12.899999999999999
w0xhk,11.25
w0xhm,10.5
w0xhn,12.7
w0xhp,13.2
w0xhq,12.45
w0xhr,12.149999999999999
w0xhs,13.5
w0xht,11.5
w0xhv,13.7
w0xhw,12.8
w0xhx,11.85
w0xhy,12.6
w0xhz,11.0
w0xj1,12.8
w0xj2,11.8
w0xj3,12.7
w0xj4,13.2
w0xj5,11.399999999999999
w0xj6,14.0
w0xj7,10.8
w0xj8,10.2
w0xjb,13.7
w0xjc,12.25
w0xjd,11.2
w0xje,12.1
w0xjf,11.75
w0xjh,10.05
w0xjj,11.25
w0xjk,11.4
w0xjn,12.75
w0xjp,1.4
w0xjq,12.3
w0xjr,11.45
w0xjs,13.3
w0xjw,13.25
w0xjy,11.1
w0xk0,12.1
w0xk1,12.4
w0xk2,11.2
w0xk3,12.9
w0xk5,13.3
w0xk7,13.9
w0xk8,10.8
w0xk9,14.0
