geohash_5,NAVSTAT,freq,rnk
tch14,15.0,1,1
tch17,15.0,1,1
tch1c,15.0,1,1
tch1d,0.0,1,1
tch1e,0.0,1,1
tch1m,15.0,2,1
tch1p,15.0,1,1
tch1q,15.0,1,1
tch1u,15.0,3,1
tch1v,15.0,1,1
tch1x,0.0,2,1
tch21,15.0,1,1
tch29,15.0,1,1
tch2c,15.0,2,1
tch2f,15.0,3,1
tch2g,0.0,1,1
tch2j,15.0,1,1
tch2v,15.0,1,1
tch2y,15.0,3,1
tch2z,15.0,2,1
tch33,15.0,1,1
tch34,15.0,1,1
tch36,15.0,2,1
tch37,15.0,1,1
tch3b,15.0,2,1
tch3c,0.0,1,1
tch3e,0.0,1,1
tch3f,15.0,1,1
tch3g,15.0,1,1
tch3k,15.0,1,1
tch3m,15.0,2,1
tch3r,15.0,1,1
tch3t,15.0,1,1
tch3u,0.0,1,1
tch3y,15.0,1,1
tch3z,15.0,1,1
tch85,15.0,1,1
tch88,15.0,1,1
tch8b,15.0,1,1
tch8c,15.0,1,1
tch8f,15.0,1,1
tch8g,0.0,2,1
tch8j,15.0,1,1
tch8n,15.0,1,1
tch8u,15.0,1,1
tch8v,15.0,1,1
tch8x,15.0,1,1
tch8y,15.0,1,1
tch90,15.0,1,1
tch92,15.0,1,1
tch93,15.0,1,1
tch99,0.0,1,1
tch9b,0.0,1,1
tch9c,15.0,1,1
tch9d,15.0,2,1
tch9f,15.0,1,1
tch9k,15.0,1,1
tch9m,15.0,1,1
tch9p,15.0,1,1
tch9r,15.0,1,1
tch9s,15.0,1,1
tch9t,15.0,1,1
tch9u,0.0,1,1
tch9w,15.0,2,1
tch9z,15.0,2,1
tchb0,15.0,4,1
tchb1,15.0,1,1
tchb4,15.0,1,1
tchbb,0.0,1,1
tchbf,15.0,1,1
tchbj,15.0,1,1
tchbq,15.0,1,1
tchbu,15.0,1,1
tchbz,15.0,1,1
tchc0,15.0,1,1
tchc2,15.0,1,1
tchc4,15.0,3,1
tchc5,15.0,1,1
tchcd,15.0,1,1
tchce,15.0,1,1
tchcf,15.0,1,1
tchcg,15.0,1,1
tchch,15.0,3,1
tchck,15.0,1,1
tchcm,15.0,1,1
tchcp,15.0,3,1
tchcq,15.0,1,1
tchcs,15.0,1,1
tchcy,15.0,1,1
tchcz,0.0,1,1
tchdj,0.0,1,1
tchdp,15.0,1,1
tchf5,15.0,1,1
tchfp,15.0,1,1
tcj02,0.0,1,1
tcj05,15.0,1,1
tcj06,15.0,1,1
tcj0f,15.0,1,1
tcj0h,15.0,1,1
tcj0k,15.0,1,1
tcj0m,15.0,1,1
tcj0q,0.0,1,1
tcj0r,15.0,1,1
tcj11,15.0,2,1
tcj14,15.0,1,1
tcj15,15.0,4,1
tcj19,15.0,3,1
tcj1c,0.0,1,1
tcj1d,15.0,1,1
tcj1f,15.0,1,1
tcj1g,15.0,1,1
tcj1h,15.0,2,1
tcj1j,15.0,1,1
tcj1k,15.0,1,1
tcj1n,15.0,1,1
tcj1s,15.0,1,1
tcj1u,15.0,1,1
tcj1w,15.0,2,1
tcj1y,15.0,1,1
tcj26,15.0,2,1
tcj27,0.0,1,1
tcj29,15.0,1,1
tcj2g,15.0,1,1
tcj2k,15.0,1,1
tcj2w,0.0,1,1
tcj31,15.0,1,1
tcj32,15.0,3,1
tcj33,15.0,1,1
tcj36,15.0,2,1
tcj37,15.0,1,1
tcj39,0.0,1,1
tcj3d,15.0,2,1
tcj3f,15.0,1,1
tcj3h,15.0,1,1
tcj3j,15.0,2,1
tcj3m,15.0,2,1
tcj3n,0.0,1,1
tcj3q,15.0,1,1
tcj3r,0.0,1,1
tcj3t,15.0,1,1
tcj3u,15.0,1,1
tcj3w,0.0,1,1
tcj3x,15.0,2,1
tcj3y,0.0,1,1
tcj3z,15.0,2,1
tcj4h,15.0,1,1
tcj60,15.0,3,1
tcj61,0.0,1,1
tcj6h,15.0,1,1
tcj6j,15.0,2,1
tcj6p,0.0,1,1
tcj82,15.0,1,1
tcj83,15.0,1,1
tcj88,0.0,1,1
tcj8e,15.0,1,1
tcj8s,15.0,3,1
tcj8u,15.0,1,1
tcj8y,15.0,1,1
tcj92,15.0,2,1
tcj94,15.0,1,1
tcj95,15.0,1,1
tcj96,15.0,1,1
tcj97,15.0,1,1
tcj99,0.0,1,1
tcj9c,15.0,1,1
tcj9e,15.0,1,1
tcj9h,15.0,1,1
tcj9k,15.0,2,1
tcj9m,15.0,1,1
tcj9n,15.0,1,1
tcj9r,15.0,2,1
tcj9v,0.0,1,1
tcj9w,15.0,2,1
tcj9x,15.0,4,1
tcj9y,15.0,2,1
tcj9z,0.0,1,1
tcjb8,15.0,1,1
tcjb9,15.0,1,1
tcjbb,15.0,1,1
tcjbd,15.0,1,1
tcjbe,15.0,2,1
tcjbw,15.0,1,1
tcjby,15.0,2,1
tcjc0,0.0,1,1
tcjc2,15.0,1,1
tcjc3,15.0,2,1
tcjc4,15.0,1,1
tcjc7,15.0,2,1
tcjc8,0.0,1,1
tcjcc,0.0,1,1
tcjcd,15.0,2,1
tcjcm,15.0,1,1
tcjcn,15.0,2,1
tcjcp,15.0,1,1
tcjcq,15.0,1,1
tcjcu,15.0,1,1
tcjcv,15.0,1,1
tcjcw,15.0,3,1
tcjcx,15.0,2,1
tcjd0,15.0,1,1
tcjd1,15.0,2,1
tcjd5,0.0,1,1
tcjdh,15.0,1,1
tcjdn,0.0,1,1
tcjf0,15.0,1,1
tcjf1,0.0,1,1
tcjf2,15.0,1,1
tcjf5,15.0,2,1
tcjf6,15.0,1,1
tcjfj,15.0,2,1
tcjfp,15.0,2,1
tckjc,0.0,1,1
tckkf,0.0,1,1
tckm7,0.0,1,1
tcknv,0.0,1,1
tcksy,0.0,1,1
tckux,0.0,1,1
tcmg6,0.0,1,1
tcmhp,0.0,1,1
tcmn7,0.0,1,1
tcn0b,15.0,1,1
tcn0c,15.0,1,1
tcn0g,15.0,1,1
tcn0s,15.0,1,1
tcn0u,15.0,1,1
tcn0x,15.0,1,1
tcn0y,0.0,1,1
tcn10,15.0,1,1
tcn14,15.0,1,1
tcn15,15.0,1,1
tcn16,15.0,1,1
tcn17,15.0,1,1
tcn18,15.0,1,1
tcn19,15.0,1,1
tcn1c,15.0,1,1
tcn1h,15.0,1,1
tcn1k,15.0,1,1
tcn1p,15.0,1,1
tcn1q,15.0,3,1
tcn1r,15.0,1,1
tcn1s,15.0,3,1
tcn1t,15.0,1,1
tcn1v,15.0,1,1
tcn1w,0.0,1,1
tcn1x,15.0,2,1
tcn2s,15.0,1,1
tcn30,15.0,1,1
tcn32,15.0,2,1
tcn33,15.0,1,1
tcn34,15.0,3,1
tcn35,15.0,1,1
tcn36,15.0,1,1
tcn37,15.0,1,1
tcn38,15.0,1,1
tcn39,15.0,2,1
tcn3e,15.0,2,1
tcn3h,0.0,1,1
tcn3m,15.0,1,1
tcn3p,15.0,1,1
tcn3q,15.0,1,1
tcn3v,15.0,1,1
tcn3w,0.0,1,1
tcn3x,15.0,4,1
tcn3y,15.0,1,1
tcn3z,15.0,1,1
tcn40,15.0,1,1
tcn41,15.0,1,1
tcn43,15.0,1,1
tcn44,15.0,2,1
tcn47,15.0,1,1
tcn4h,0.0,1,1
tcn4m,15.0,1,1
tcn4n,15.0,1,1
tcn4p,15.0,1,1
tcn4r,15.0,1,1
tcn60,15.0,2,1
tcn62,0.0,1,1
tcn63,15.0,1,1
tcn65,15.0,1,1
tcn66,15.0,1,1
tcn6h,15.0,1,1
tcn6j,15.0,2,1
tcn6m,15.0,1,1
tcn6n,15.0,2,1
tcn6r,15.0,1,1
tcn8d,15.0,1,1
tcn8z,15.0,1,1
tcn92,15.0,1,1
tcn93,15.0,2,1
tcn96,15.0,2,1
tcn97,15.0,1,1
tcn9b,15.0,2,1
tcn9e,0.0,1,1
tcn9f,15.0,1,1
tcn9g,15.0,1,1
tcn9k,15.0,3,1
tcn9m,15.0,1,1
tcn9n,0.0,1,1
tcn9q,15.0,1,1
tcn9s,15.0,2,1
tcn9u,15.0,1,1
tcn9v,15.0,2,1
tcn9y,15.0,1,1
tcn9z,15.0,2,1
tcnbg,15.0,1,1
tcnc2,15.0,1,1
tcnc3,15.0,2,1
tcnc6,15.0,3,1
tcnc7,15.0,1,1
tcncb,15.0,2,1
tcncg,15.0,1,1
tcnck,15.0,2,1
tcncq,15.0,2,1
tcncr,15.0,3,1
tcncu,15.0,4,1
tcncv,0.0,1,1
tcncy,15.0,1,1
tcncz,15.0,1,1
tcnd0,15.0,1,1
tcnd2,15.0,1,1
tcnd4,0.0,1,1
tcnd5,15.0,1,1
tcnd6,15.0,1,1
tcnd7,15.0,1,1
tcndd,15.0,1,1
tcndj,15.0,2,1
tcndk,0.0,1,1
tcndq,0.0,1,1
tcndr,15.0,2,1
tcnds,15.0,1,1
tcnf1,15.0,1,1
tcnf2,15.0,1,1
tcnf4,15.0,1,1
tcnf5,15.0,1,1
tcnf6,15.0,1,1
tcnf7,0.0,1,1
tcnfe,15.0,1,1
tcnfj,0.0,1,1
tcnfk,15.0,1,1
tcnfq,15.0,1,1
tcp0f,15.0,1,1
tcp0z,15.0,1,1
tcp13,15.0,2,1
tcp19,15.0,1,1
tcp1f,15.0,1,1
tcp1g,15.0,1,1
tcp1k,15.0,2,1
tcp1m,15.0,1,1
tcp1q,0.0,1,1
tcp1s,15.0,1,1
tcp1t,15.0,1,1
tcp1v,15.0,1,1
tcp1w,15.0,1,1
tcp1z,15.0,1,1
tcp2f,15.0,1,1
tcp32,15.0,2,1
tcp36,15.0,1,1
tcp37,15.0,1,1
tcp39,15.0,1,1
tcp3c,15.0,1,1
tcp3g,15.0,1,1
tcp3k,15.0,1,1
tcp3m,15.0,2,1
tcp3n,15.0,1,1
tcp3r,15.0,1,1
tcp3s,15.0,1,1
tcp3t,15.0,2,1
tcp3x,15.0,1,1
tcp3y,15.0,1,1
tcp40,15.0,2,1
tcp41,15.0,1,1
tcp42,15.0,2,1
tcp44,15.0,1,1
tcp45,15.0,2,1
tcp46,15.0,2,1
tcp47,15.0,3,1
tcp48,15.0,1,1
tcp4h,15.0,1,1
tcp4j,15.0,3,1
tcp4k,15.0,1,1
tcp4q,15.0,2,1
tcp4r,15.0,2,1
tcp4s,15.0,1,1
tcp61,15.0,1,1
tcp62,15.0,2,1
tcp64,15.0,2,1
tcp65,15.0,2,1
tcp66,15.0,2,1
tcp69,15.0,1,1
tcp6d,15.0,1,1
tcp6h,15.0,1,1
tcp6j,15.0,1,1
tcp6k,15.0,2,1
tcp6n,15.0,1,1
tcp6p,15.0,1,1
tcp6q,15.0,1,1
tcp6s,15.0,1,1
tcp6w,15.0,1,1
tcp6x,0.0,1,1
tcp80,8.0,1,1
tcp8h,15.0,1,1
tcp93,15.0,3,1
tcp97,15.0,1,1
tcp9g,0.0,1,1
tcp9h,15.0,1,1
tcp9n,15.0,1,1
tcp9r,0.0,1,1
tcp9u,15.0,1,1
tcp9v,15.0,3,1
tcp9x,15.0,1,1
tcp9z,15.0,1,1
tcpb3,8.0,1,1
tcpc2,15.0,2,1
tcpc7,15.0,2,1
tcpcb,15.0,1,1
tcpcc,15.0,1,1
tcpcd,15.0,2,1
tcpce,15.0,1,1
tcpcf,15.0,3,1
tcpcg,15.0,1,1
tcpcn,15.0,1,1
tcpct,15.0,1,1
tcpcv,15.0,1,1
tcpcx,0.0,1,1
tcpd0,15.0,2,1
tcpd2,15.0,2,1
tcpd3,15.0,1,1
tcpd4,15.0,2,1
tcpd5,15.0,1,1
tcpd6,15.0,2,1
tcpd7,15.0,1,1
tcpd8,15.0,1,1
tcpd9,15.0,1,1
tcpdb,15.0,1,1
tcpde,15.0,1,1
tcpdh,15.0,1,1
tcpdk,15.0,4,1
tcpdm,15.0,1,1
tcpdq,15.0,2,1
tcpdr,15.0,2,1
tcpds,15.0,1,1
tcpdv,15.0,1,1
tcpdw,15.0,2,1
tcpf2,0.0,1,1
tcpf3,15.0,2,1
tcpf5,15.0,1,1
tcpf6,15.0,3,1
tcpf7,15.0,1,1
tcpfc,0.0,1,1
tcpff,0.0,1,1
tcpfm,15.0,1,1
tcpfn,15.0,2,1
tcpfp,15.0,1,1
tcpfq,15.0,2,1
tcpfr,15.0,1,1
tcpfs,15.0,1,1
tcpft,15.0,1,1
tcpfw,15.0,2,1
tcpfx,15.0,1,1
tcq6r,0.0,1,1
tcqcw,0.0,1,1
tcqdn,0.0,1,1
tcr1p,0.0,1,1
tcrbp,0.0,1,1
tcrwx,0.0,1,1
tcrxh,0.0,1,1
tcs6y,15.0,1,1
tcs7n,15.0,1,1
tcsdb,15.0,1,1
tcsdf,15.0,1,1
tcsdv,15.0,1,1
tcsdz,15.0,1,1
tcsg4,0.0,1,1
tcsgv,0.0,1,1
tcskn,15.0,1,1
tcsmw,15.0,1,1
tcsqw,15.0,1,1
tcsqy,15.0,1,1
tct7h,0.0,1,1
tctck,0.0,1,1
tctct,0.0,1,1
tctgu,0.0,1,1
tcth9,0.0,1,1
tctjt,0.0,1,1
tctq3,0.0,1,1
tctqu,0.0,1,1
tctrq,0.0,1,1
tctxc,0.0,2,1
tctxp,0.0,1,1
tcu16,15.0,1,1
tcu3g,0.0,1,1
tcu53,15.0,1,1
tcu60,15.0,1,1
tcu61,0.0,1,1
tcu6n,0.0,1,1
tcu6u,0.0,1,1
tcu6v,15.0,1,1
tcue9,15.0,1,1
tcueg,0.0,2,1
tcuen,0.0,1,1
tcufq,0.0,1,1
tcug1,0.0,1,1
tcugu,0.0,1,1
tcuh5,15.0,1,1
tcuhv,15.0,1,1
tcujw,0.0,1,1
tcun5,0.0,1,1
tcuq2,15.0,1,1
tcuq9,15.0,1,1
tcure,0.0,1,1
tcurg,0.0,1,1
tcux1,0.0,1,1
tcuy2,0.0,1,1
tcv1f,0.0,1,1
tcv8v,0.0,1,1
tcvee,0.0,1,1
tcvfe,0.0,1,1
tcvfr,0.0,1,1
tcvj9,0.0,2,1
tcvmt,0.0,1,1
tcvmz,0.0,1,1
tcvnh,0.0,1,1
tcvq8,0.0,1,1
tcvr5,15.0,1,1
tcvrf,0.0,1,1
tcvrn,0.0,1,1
tcvrq,15.0,1,1
tcvw7,0.0,1,1
tcvwe,0.0,2,1
tcvxf,15.0,1,1
tcw7q,0.0,1,1
tcweb,0.0,1,1
tcwfd,0.0,1,1
tcwh7,0.0,1,1
tcwhq,0.0,1,1
tcwhr,0.0,1,1
tcwje,0.0,1,1
tcwjm,0.0,1,1
tcwkd,0.0,1,1
tcwu3,0.0,1,1
tcwuw,0.0,1,1
tcwxd,15.0,1,1
tcx1h,0.0,1,1
tcxgz,15.0,1,1
tcxhs,0.0,1,1
tcxhw,0.0,1,1
tcxms,0.0,1,1
tcxnk,0.0,1,1
tcxnp,0.0,1,1
tcxqd,0.0,1,1
tcxsw,0.0,1,1
tcxu6,0.0,1,1
tcxx5,0.0,1,1
tcxy4,0.0,1,1
tcy1w,0.0,1,1
tcye9,0.0,1,1
tcyf8,0.0,1,1
tcyhx,0.0,1,1
tcyk5,0.0,1,1
tcym1,0.0,1,1
tcymv,0.0,1,1
tcyw8,0.0,1,1
tcyxz,0.0,1,1
td5gn,15.0,1,1
td5gs,15.0,1,1
td5rd,15.0,1,1
td5t7,15.0,1,1
td5u2,15.0,1,1
td5w2,15.0,1,1
td6fm,15.0,1,1
td6g6,15.0,1,1
td6py,15.0,1,1
td6qe,15.0,1,1
td6r2,15.0,1,1
td6sn,15.0,1,1
td6ss,15.0,1,1
td6t2,15.0,1,1
td70t,15.0,1,1
td716,15.0,1,1
td720,15.0,1,1
td7gz,0.0,1,1
td7up,15.0,1,1
td7uq,15.0,1,1
td7us,15.0,1,1
td7uv,15.0,1,1
td7v9,15.0,1,1
td7vf,15.0,1,1
td7ww,15.0,1,1
td7xe,0.0,1,1
td7xm,15.0,1,1
td7xs,15.0,1,1
td7y1,15.0,1,1
td7y2,15.0,1,1
td7yz,15.0,1,1
td7zp,15.0,1,1
td7zv,15.0,2,1
td7zz,15.0,1,1
td9cr,15.0,1,1
td9eu,15.0,1,1
td9f9,15.0,1,1
td9fh,15.0,1,1
td9mn,15.0,1,1
td9pk,15.0,1,1
td9q5,15.0,1,1
td9s6,15.0,1,1
tdbc7,15.0,1,1
tdbcj,15.0,1,1
tdbdw,15.0,1,1
tdbe6,15.0,1,1
tdbkr,15.0,1,1
tdbm6,15.0,1,1
tdbm9,15.0,1,1
tdbn4,15.0,1,1
tdbnm,15.0,1,1
tdbnr,15.0,1,1
tdbp2,15.0,1,1
tdbq6,15.0,1,1
tdbqx,15.0,1,1
tdbwv,15.0,1,1
tdbyb,0.0,1,1
tdc01,15.0,1,1
tdccz,15.0,1,1
tdcew,15.0,1,1
tdcff,0.0,1,1
tdcfm,15.0,1,1
tdcmg,15.0,1,1
tdcmn,15.0,1,1
tdcms,15.0,1,1
tdcnv,15.0,1,1
tdcnw,0.0,1,1
tdcp3,0.0,1,1
tdcp6,0.0,2,1
tdcpb,15.0,1,1
tdcq1,15.0,1,1
tdcr8,0.0,1,1
tdcrs,15.0,1,1
tdcs6,15.0,1,1
tdcsb,15.0,1,1
tdcsh,15.0,1,1
tdcxc,15.0,1,1
tdd0e,15.0,1,1
tddrs,15.0,1,1
tddtv,15.0,1,1
tddtx,0.0,1,1
tdduf,15.0,1,1
tdduh,15.0,1,1
tddum,15.0,1,1
tddup,15.0,1,1
tddv2,15.0,1,1
tddw7,0.0,1,1
tddwc,15.0,1,1
tddyt,15.0,1,1
tddzd,0.0,1,1
tde2z,15.0,1,1
tde3p,15.0,1,1
tde4v,15.0,1,1
tde4x,15.0,1,1
tde5b,0.0,1,1
tde61,15.0,1,1
tde63,15.0,1,1
tde6h,0.0,1,1
tde72,0.0,1,1
tde83,15.0,1,1
tde86,15.0,1,1
tde8b,15.0,1,1
tde9z,15.0,1,1
tdebs,0.0,1,1
tdebt,15.0,1,1
tdecd,0.0,1,1
tdeck,0.0,1,1
tdedn,15.0,1,1
tdedz,15.0,1,1
tdeed,15.0,1,1
tdeeq,0.0,1,1
tdeex,0.0,1,1
tdef5,0.0,1,1
tdefb,0.0,1,1
tdefn,0.0,1,1
tdeft,0.0,1,1
tdeg1,0.0,1,1
tdeg7,15.0,1,1
tdegf,0.0,1,1
tdegh,15.0,1,1
tdehn,0.0,1,1
tdej4,15.0,1,1
tdej8,15.0,1,1
tdemm,15.0,1,1
tdeqf,15.0,1,1
tdeqr,0.0,1,1
tder3,15.0,1,1
tderm,0.0,1,1
tdesg,0.0,1,1
tdesh,15.0,1,1
tdesq,0.0,1,1
tdet4,15.0,1,1
tdetk,0.0,1,1
tdetp,15.0,1,1
tdetv,15.0,1,1
tdeu2,15.0,1,1
tdeu3,0.0,1,1
tdevz,0.0,1,1
tdex6,0.0,1,1
tdeyq,15.0,1,1
tdeyx,15.0,1,1
tdeyy,15.0,1,1
tdezw,15.0,1,1
tdf0r,15.0,1,1
tdf0x,15.0,1,1
tdf19,15.0,1,1
tdf1h,15.0,1,1
tdf21,15.0,1,1
tdf7w,0.0,1,1
tdf8y,0.0,1,1
tdf9j,0.0,1,1
tdfkm,0.0,1,1
tdfqf,0.0,1,1
tdfyv,15.0,1,1
tdfyy,0.0,1,1
tdfyz,0.0,1,1
tdfzj,0.0,1,1
tdfzw,0.0,1,1
tdg1k,0.0,1,1
tdg29,0.0,1,1
tdg2f,15.0,1,1
tdg2h,0.0,1,1
tdg2r,15.0,1,1
tdg2t,0.0,1,1
tdg2w,0.0,1,1
tdg34,15.0,1,1
tdg37,0.0,1,1
tdg3g,15.0,1,1
tdg4p,0.0,1,1
tdg5j,15.0,1,1
tdg5n,0.0,1,1
tdg5u,0.0,1,1
tdg5x,15.0,1,1
tdg60,15.0,1,1
tdg65,15.0,1,1
tdg6d,0.0,2,1
tdg80,0.0,1,1
tdgbj,15.0,1,1
tdgbt,0.0,1,1
tdgcj,15.0,1,1
tdgcm,15.0,1,1
tdgcu,15.0,1,1
tdgfk,15.0,1,1
tdgfq,0.0,1,1
tdgfu,0.0,1,1
tdgg7,15.0,2,1
tdgge,15.0,1,1
tdggp,0.0,1,1
tdghd,0.0,1,1
tdghh,15.0,1,1
tdghm,15.0,1,1
tdghn,0.0,1,1
tdghu,0.0,1,1
tdgj3,15.0,1,1
tdgj4,15.0,1,1
tdgj5,0.0,2,1
tdgj9,0.0,1,1
tdgjf,0.0,1,1
tdgn1,0.0,1,1
tdgn8,0.0,1,1
tdgnb,0.0,1,1
tdgu3,0.0,1,1
tdguf,15.0,2,1
tdguq,0.0,1,1
tdgur,15.0,1,1
tdguy,15.0,1,1
tdgv6,15.0,1,1
tdgvc,15.0,1,1
tdgvf,15.0,1,1
tdgvn,15.0,1,1
tdgvq,15.0,1,1
tdgvv,15.0,1,1
tdgvy,0.0,2,1
tdgwf,0.0,1,1
tdgwh,15.0,1,1
tdgy9,15.0,1,1
tdgyu,15.0,1,1
tdgz1,15.0,1,1
tdgz2,15.0,1,1
tdgzg,15.0,1,1
tdgzj,0.0,1,1
tdgzn,15.0,1,1
tdgzp,15.0,1,1
tdgzw,15.0,1,1
tdh1n,15.0,1,1
tdh26,15.0,1,1
tdh44,15.0,1,1
tdhbj,15.0,1,1
tdhbu,15.0,1,1
tdhbz,15.0,1,1
tdhc5,0.0,1,1
tdhcd,15.0,1,1
tdhcq,15.0,1,1
tdhcw,0.0,1,1
tdhev,15.0,1,1
tdhew,15.0,1,1
tdhf1,15.0,1,1
tdhf3,15.0,1,1
tdhfb,15.0,1,1
tdhfe,0.0,1,1
tdhfg,15.0,1,1
tdhfj,15.0,1,1
tdhfk,15.0,1,1
tdhfp,15.0,1,1
tdhfq,15.0,1,1
tdhfr,15.0,1,1
tdhfs,15.0,1,1
tdhfu,0.0,1,1
tdhfz,0.0,1,1
tdhg4,0.0,1,1
tdhgb,15.0,1,1
tdhgm,15.0,2,1
tdhgz,0.0,1,1
tdhqz,15.0,1,1
tdhrn,15.0,1,1
tdhrq,15.0,1,1
tdhrr,15.0,1,1
tdhrw,15.0,1,1
tdhsj,15.0,1,1
tdhst,0.0,2,1
tdhsz,15.0,1,1
tdht5,15.0,1,1
tdhtc,15.0,2,1
tdhtd,0.0,1,1
tdhth,15.0,1,1
tdhtj,0.0,1,1
tdhtu,0.0,1,1
tdhtw,15.0,1,1
tdhu1,0.0,1,1
tdhue,15.0,1,1
tdhuh,15.0,2,1
tdhut,15.0,1,1
tdhv6,15.0,1,1
tdhv7,15.0,1,1
tdhvd,15.0,1,1
tdhve,0.0,1,1
tdhw1,15.0,1,1
tdhw2,15.0,1,1
tdhw7,15.0,1,1
tdhw9,0.0,1,1
tdhwe,0.0,1,1
tdhwz,15.0,1,1
tdhxb,15.0,1,1
tdhxw,15.0,3,1
tdhxy,15.0,1,1
tdhy1,15.0,1,1
tdhy2,15.0,1,1
tdhy3,15.0,1,1
tdhy8,15.0,1,1
tdhyp,15.0,1,1
tdhyq,15.0,1,1
tdhz0,0.0,1,1
tdhzp,0.0,1,1
tdhzs,0.0,1,1
tdhzv,15.0,1,1
tdhzw,0.0,1,1
tdj02,15.0,1,1
tdj06,15.0,1,1
tdj08,15.0,1,1
tdj09,0.0,1,1
tdj0b,15.0,1,1
tdj0d,15.0,1,1
tdj0j,15.0,1,1
tdj0p,15.0,1,1
tdj0w,15.0,1,1
tdj0x,15.0,1,1
tdj0y,0.0,1,1
tdj0z,15.0,1,1
tdj15,0.0,1,1
tdj18,15.0,1,1
tdj1c,0.0,1,1
tdj1m,0.0,1,1
tdj1n,0.0,1,1
tdj1v,15.0,1,1
tdj1w,0.0,1,1
tdj1y,0.0,1,1
tdj21,15.0,1,1
tdj28,15.0,1,1
tdj2p,15.0,1,1
tdj2t,15.0,1,1
tdj2v,15.0,1,1
tdj3g,15.0,1,1
tdj3k,15.0,2,1
tdj4t,15.0,1,1
tdj4u,15.0,1,1
tdj4v,0.0,1,1
tdj5f,0.0,1,1
tdj5g,15.0,1,1
tdj5h,15.0,1,1
tdj65,15.0,1,1
tdj71,15.0,1,1
tdj78,0.0,1,1
tdj7b,15.0,1,1
tdjh5,0.0,1,1
tdjh7,15.0,1,1
tdjh9,15.0,1,1
tdjhb,15.0,1,1
tdjhd,0.0,1,1
tdjhh,0.0,1,1
tdjhr,15.0,1,1
tdjj4,15.0,1,1
tdjj5,0.0,1,1
tdjj8,15.0,1,1
tdjjm,0.0,1,1
tdjjn,0.0,1,1
tdjju,15.0,1,1
tdjn0,0.0,1,1
tdjn6,0.0,1,1
tdjn9,15.0,1,1
tdjne,15.0,1,1
tdjnf,15.0,1,1
tdjnh,15.0,1,1
tdjp8,15.0,1,1
tdjp9,15.0,2,1
tdjpc,15.0,1,1
tdk1x,0.0,1,1
tdk1y,15.0,1,1
tdk25,15.0,1,1
tdk27,0.0,1,1
tdk2b,0.0,1,1
tdk2j,15.0,1,1
tdk2k,15.0,1,1
tdk2w,15.0,1,1
tdk2y,0.0,1,1
tdk30,15.0,1,1
tdk3c,15.0,1,1
tdk3d,15.0,1,1
tdk3f,15.0,1,1
tdk3m,15.0,1,1
tdk3v,0.0,1,1
tdk4d,0.0,1,1
tdk4s,0.0,1,1
tdk54,15.0,1,1
tdk5b,15.0,1,1
tdk5q,15.0,1,1
tdk5v,15.0,1,1
tdk67,15.0,1,1
tdk68,15.0,1,1
tdk6b,15.0,1,1
tdk6f,0.0,1,1
tdk71,15.0,1,1
tdk73,0.0,1,1
tdk7m,15.0,1,1
tdk8j,0.0,1,1
tdk8m,15.0,2,1
tdk8u,0.0,1,1
tdk95,15.0,1,1
tdk97,15.0,1,1
tdk9c,15.0,1,1
tdk9g,15.0,1,1
tdkbe,15.0,1,1
tdkbv,0.0,1,1
tdkbx,15.0,1,1
tdkc6,15.0,2,1
tdkc9,15.0,1,1
tdkcp,15.0,1,1
tdkcq,15.0,1,1
tdkcv,15.0,1,1
tdkcw,15.0,1,1
tdkd6,15.0,1,1
tdkdc,15.0,2,1
tdke8,15.0,1,1
tdkep,15.0,1,1
tdkex,15.0,1,1
tdkf5,0.0,1,1
tdkfb,15.0,1,1
tdkfj,15.0,1,1
tdkg5,2.0,1,1
tdkg8,0.0,1,1
tdkgd,15.0,1,1
tdkgf,15.0,2,1
tdkhj,15.0,1,1
tdkhq,15.0,1,1
tdkhs,15.0,1,1
tdkj4,15.0,1,1
tdkjd,0.0,1,1
tdkjt,0.0,1,1
tdkk0,0.0,1,1
tdkke,15.0,1,1
tdkkh,15.0,1,1
tdkkp,15.0,1,1
tdkkr,0.0,1,1
tdkkw,0.0,1,1
tdkky,15.0,1,1
tdkmj,15.0,1,1
tdkn1,15.0,1,1
tdkn5,0.0,1,1
tdkn8,15.0,1,1
tdknc,15.0,1,1
tdknp,15.0,1,1
tdknr,0.0,1,1
tdknv,15.0,1,1
tdkpg,0.0,1,1
tdkpk,15.0,1,1
tdkq7,15.0,2,1
tdkqg,15.0,2,1
tdkqh,15.0,1,1
tdkr4,0.0,1,1
tdkrc,0.0,1,1
tdkst,15.0,1,1
tdksy,0.0,1,1
tdkte,15.0,1,1
tdkth,15.0,2,1
tdkty,15.0,1,1
tdku8,15.0,1,1
tdkub,15.0,1,1
tdkw6,15.0,1,1
tdkwg,0.0,1,1
tdkwh,0.0,1,1
tdkwm,2.0,1,1
tdkwn,15.0,1,1
tdkwq,15.0,1,1
tdkwu,15.0,3,1
tdkx3,15.0,1,1
tdkxe,0.0,1,1
tdkxg,15.0,2,1
tdkxh,15.0,1,1
tdm02,15.0,2,1
tdm0b,15.0,1,1
tdm10,15.0,1,1
tdm1e,15.0,8,1
tdm1k,15.0,1,1
tdm1q,15.0,58,1
tdm1t,15.0,1,1
tdm1w,,12,1
tds04,15.0,1,1
tds0c,15.0,1,1
